,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,24.733333333333334,30.30614165845303
1,500,21.066666666666666,23.14245737456015
2,750,19.466666666666665,19.93389073914072
3,1000,17.8,16.776438504309812
4,1250,32.13333333333334,45.93647787978525
5,1500,28.133333333333336,21.390132719966413
6,1750,24.53333333333333,14.280678477501612
7,2000,28.0,16.172679294277604
8,2250,33.0,17.294829028097126
9,2500,39.800000000000004,25.602604034225372
10,2750,48.0,37.92507232835701
11,3000,55.20000000000001,34.599678868130816
12,3250,52.8,29.472850029966374
13,3500,50.00000000000001,25.33157888661678
14,3750,46.33333333333333,21.17545749210628
15,4000,67.2,44.049265348899716
16,4250,80.53333333333333,44.61917873640337
17,4500,78.26666666666667,50.30988416250274
18,4750,87.26666666666668,48.512724562164564
19,5000,78.66666666666667,49.242709556282996
20,5250,65.06666666666666,18.463657997988015
21,5500,62.266666666666666,27.498201961421245
22,5750,83.26666666666667,36.53029184419723
23,6000,72.06666666666666,30.29073932555772
24,6250,82.0,34.7754702819866
25,6500,85.66666666666667,26.370016643486935
26,6750,82.26666666666668,12.784365451597509
27,7000,99.4,48.50814364619615
28,7250,91.86666666666667,41.79558722055609
29,7500,81.13333333333333,33.11300516581228
30,7750,81.73333333333333,33.79243833890784
31,8000,119.86666666666667,40.47693444694425
32,8250,119.93333333333332,49.82565158184643
33,8500,108.86666666666665,50.09750492789037
34,8750,89.33333333333334,34.891578098765066
35,9000,99.26666666666668,31.3789738519283
36,9250,100.26666666666667,56.75968835557699
37,9500,103.06666666666668,63.58315639992857
38,9750,87.80000000000001,40.084688126792535
39,10000,86.2,24.694218846613563
40,10250,98.2,31.497865888906755
41,10500,146.86666666666667,135.07423473367854
42,10750,108.8,50.496028446689635
43,11000,121.4,25.57203333504962
44,11250,132.6,40.89683497669607
45,11500,95.4,9.936241185120702
46,11750,96.46666666666667,30.739478778202397
47,12000,115.53333333333335,59.64509852265966
48,12250,139.93333333333334,40.577716928273716
49,12500,165.13333333333333,56.40393997270443
50,12750,115.33333333333333,47.369938897059086
51,13000,90.46666666666667,21.350617997821256
52,13250,97.53333333333333,21.293295762855603
53,13500,95.73333333333332,21.04429191543926
54,13750,101.53333333333333,22.551274908527894
55,14000,112.13333333333335,30.7336948641064
56,14250,139.26666666666668,44.55029617060799
57,14500,184.00000000000003,98.94420425449667
58,14750,208.93333333333334,107.35515306164343
59,15000,187.53333333333333,78.12201283178058
60,15250,216.0666666666667,92.64133946450569
61,15500,242.2666666666667,119.07708054496092
62,15750,233.93333333333334,145.1268257613166
63,16000,229.73333333333335,139.56351003515687
64,16250,264.0,121.6444728616051
65,16500,245.6,139.03179492475812
66,16750,286.8666666666667,123.71914430138396
67,17000,278.4,112.53708524551165
68,17250,277.8,117.56900574178175
69,17500,257.8,75.35916961090032
70,17750,299.00000000000006,110.8851257433165
71,18000,335.2,127.89520015318097
72,18250,339.6,110.88039602302213
73,18500,264.93333333333334,137.54278526254214
74,18750,285.26666666666665,151.96745265571397
75,19000,289.5333333333333,120.316360760566
76,19250,258.5333333333333,117.09456766980173
77,19500,271.26666666666665,98.7061632658603
78,19750,227.86666666666665,90.9506826069308
79,20000,263.4,101.92031745982305
80,20250,270.0,122.89887441849633
81,20500,295.26666666666665,145.339663470705
82,20750,316.33333333333337,159.3058553712184
83,21000,255.4,134.68125333542156
84,21250,256.2,127.44124572174863
85,21500,242.0,71.32336378930975
86,21750,255.86666666666665,80.23066745328747
87,22000,299.73333333333335,116.57089402305077
