,eval_timesteps,eval_mean_returns,eval_std_returns
0,250,15.133333333333331,11.439891219374033
1,500,10.266666666666666,2.0912516188477497
2,750,10.466666666666667,1.3920408678547398
3,1000,11.266666666666666,2.6532998322843198
4,1250,11.599999999999998,3.6721171610454437
5,1500,12.6,4.963869458396342
6,1750,11.866666666666667,3.4097898273451785
7,2000,10.933333333333334,2.6364959911046917
8,2250,12.133333333333335,3.1735013961098404
9,2500,13.266666666666666,5.1742954431819355
10,2750,15.666666666666668,9.118966803073446
11,3000,16.8,11.624877538184125
12,3250,19.26666666666667,14.227360183033877
13,3500,16.4,8.820178884555322
14,3750,18.133333333333333,10.236318782756925
15,4000,18.8,11.402923601720161
16,4250,19.8,13.657069801225868
17,4500,20.46666666666667,13.541048703848604
18,4750,18.933333333333334,11.898459284013764
19,5000,24.199999999999996,12.950504065693952
20,5250,20.066666666666666,8.700957801682907
21,5500,25.26666666666667,14.056078163319004
22,5750,18.666666666666668,13.78727271395213
23,6000,26.666666666666668,26.29575377635459
24,6250,30.46666666666666,30.66420279957288
25,6500,25.53333333333334,19.689365431905397
26,6750,21.866666666666667,16.13911742045119
27,7000,21.26666666666667,14.658179362465933
28,7250,28.6,25.805598014556626
29,7500,29.6,26.37793690862793
30,7750,27.26666666666667,23.31179958733345
31,8000,47.86666666666667,38.291049142644866
32,8250,22.53333333333333,11.188486145239766
33,8500,24.666666666666664,16.020819787597222
34,8750,27.4,18.570466397541615
35,9000,35.93333333333334,17.119709239483143
36,9250,27.666666666666668,11.768130220595323
37,9500,36.53333333333333,26.188716824023448
38,9750,38.266666666666666,18.41303885837425
39,10000,44.2,35.94600889605904
40,10250,32.93333333333333,22.722871493032937
41,10500,39.6,22.364058466904236
42,10750,40.13333333333333,19.98288156286664
43,11000,42.8,28.520246219912696
44,11250,96.6,106.70299381408606
45,11500,39.46666666666666,17.35716310665747
46,11750,75.53333333333333,68.05670838025856
47,12000,124.46666666666667,152.91095448005026
48,12250,54.46666666666666,19.73220717507294
49,12500,47.66666666666667,18.98069194383247
50,12750,53.2,23.278602478098495
51,13000,43.6,16.933070864107577
52,13250,84.13333333333333,76.59376243823282
53,13500,64.53333333333333,38.58992384317728
54,13750,48.13333333333334,12.320894628412518
55,14000,43.333333333333336,5.465040408511787
56,14250,44.4,12.140657130302113
57,14500,42.4,5.380623673061618
58,14750,48.2,14.19796542544819
59,15000,61.53333333333334,10.577964517492639
60,15250,60.466666666666676,6.298500703430232
61,15500,62.46666666666666,25.250390536033738
62,15750,68.2,26.510878270375482
63,16000,69.26666666666667,30.426158336390596
64,16250,56.733333333333334,11.308600463560662
65,16500,66.2,10.480882066357243
66,16750,68.13333333333334,12.380271043523686
67,17000,56.666666666666664,9.052930771609578
68,17250,71.4,15.633866373286482
69,17500,65.86666666666666,13.415745309978952
70,17750,61.06666666666666,16.14847774043527
71,18000,70.06666666666668,19.90131207288158
72,18250,63.06666666666668,11.24949381577283
73,18500,76.06666666666668,44.200754141379385
74,18750,62.4,18.38646845433408
75,19000,60.266666666666666,6.290733926445571
76,19250,65.4,14.605021967346254
77,19500,61.0,13.89324376170742
78,19750,69.93333333333334,25.025675704053313
79,20000,72.73333333333333,27.741985829745097
80,20250,93.06666666666666,49.55060264237179
81,20500,62.6,12.770452006269958
82,20750,66.73333333333333,12.469340176787401
83,21000,82.0,14.905629063470546
84,21250,82.8,21.935866115159946
85,21500,54.46666666666666,9.448339066265094
86,21750,95.46666666666665,76.7288443517531
87,22000,84.66666666666667,57.29300907518203
88,22250,73.86666666666666,35.22978537796928
89,22500,78.0,10.747609553343064
90,22750,106.73333333333332,62.65049436711927
91,23000,84.6,17.26705276273606
92,23250,111.2,20.290775134418976
93,23500,98.46666666666667,24.715806907950856
94,23750,98.13333333333334,21.577354384220094
95,24000,82.99999999999999,22.703891002792158
96,24250,86.33333333333334,38.16921388879903
97,24500,80.4,13.563676984259589
98,24750,85.93333333333334,13.645349228054059
99,25000,94.46666666666667,24.99297679126856
100,25250,88.39999999999999,12.21547288391971
101,25500,80.86666666666666,16.992285831452396
102,25750,101.8,37.637215624963545
103,26000,77.53333333333333,20.959855809512515
104,26250,77.73333333333333,13.734627770711514
105,26500,83.33333333333333,22.188084890569332
106,26750,85.53333333333333,11.358012345672304
107,27000,92.2,36.481106221044215
108,27250,104.26666666666665,64.47476681272725
109,27500,81.66666666666667,33.45511088674561
110,27750,104.86666666666667,39.64935196331854
111,28000,103.53333333333335,27.1527367149448
112,28250,110.4,27.699498591530897
113,28500,98.93333333333334,21.22304826780964
114,28750,131.13333333333333,51.890739914640726
115,29000,129.46666666666667,41.015769325142905
116,29250,131.8,54.725415586463214
117,29500,139.2,63.701247153324154
118,29750,95.0,24.405828083563247
119,30000,96.26666666666668,30.36035426524386
120,30250,102.66666666666666,48.959847494315866
121,30500,88.19999999999999,10.264501936285074
122,30750,105.8,16.903122656939917
123,31000,125.26666666666665,73.41643775976421
124,31250,106.93333333333332,46.5514768831237
125,31500,98.66666666666667,27.626879021062887
126,31750,92.93333333333332,5.866666666666667
127,32000,97.66666666666666,32.98821338330135
128,32250,87.26666666666667,31.14938915042227
129,32500,101.86666666666667,50.488986697870835
130,32750,97.00000000000001,44.85631381298389
131,33000,106.93333333333332,62.568504679093756
132,33250,88.60000000000001,41.39479301662094
133,33500,90.93333333333332,56.604043828844745
134,33750,85.33333333333334,55.52336845369204
135,34000,94.06666666666666,48.06541838416102
136,34250,96.46666666666667,55.787135115942675
137,34500,110.66666666666667,49.37520745385391
138,34750,77.66666666666666,23.921166824012204
139,35000,88.06666666666668,34.115750679773186
140,35250,89.4,44.705157544864
141,35500,95.39999999999999,42.557359984953116
142,35750,137.93333333333334,82.52552467099025
143,36000,111.73333333333335,58.51168924050799
144,36250,98.26666666666667,25.352098313332743
145,36500,98.86666666666666,36.3774044642489
146,36750,132.2,65.10695474030062
147,37000,159.06666666666666,94.74325540345575
148,37250,137.99999999999997,73.46291581471566
149,37500,139.66666666666669,75.18096685849271
150,37750,163.33333333333331,63.12527227664052
151,38000,150.73333333333335,30.989890824805002
152,38250,178.13333333333333,83.50638032842492
153,38500,201.6,118.46919899750783
154,38750,162.99999999999997,83.62296335337561
155,39000,136.8,68.7060081474361
156,39250,161.6,95.34344934673453
157,39500,156.0,119.56346524847055
158,39750,159.53333333333333,89.21748707512444
159,40000,147.06666666666666,78.61676383288463
160,40250,176.26666666666668,102.85813315219927
161,40500,149.2,83.29134942410819
162,40750,171.73333333333332,100.81300621557826
163,41000,155.06666666666666,76.10063512656559
164,41250,157.13333333333335,71.89393422102992
165,41500,145.93333333333334,75.02218931015602
166,41750,157.66666666666666,75.10230060095067
167,42000,139.66666666666669,76.30261390600515
168,42250,160.53333333333333,65.5657769809152
169,42500,182.8,79.61702777114397
170,42750,176.8,90.52356353765332
171,43000,198.8,106.50917540026514
172,43250,214.13333333333335,105.39124990033831
173,43500,178.66666666666669,88.15945150061273
174,43750,177.53333333333336,103.64010377798313
175,44000,172.13333333333335,102.86681788712151
176,44250,157.33333333333331,90.43057496714754
177,44500,159.66666666666669,97.62718200719854
178,44750,170.20000000000002,111.16246368866307
179,45000,154.66666666666669,95.02981988127026
180,45250,196.33333333333331,130.85649476515187
181,45500,155.26666666666665,99.1247026056909
182,45750,195.6,146.53636636230158
183,46000,181.53333333333333,130.25762507004683
184,46250,173.60000000000002,135.25833718398945
185,46500,198.93333333333334,143.1664765229626
186,46750,210.86666666666665,155.80081300600884
187,47000,215.5333333333333,138.69336281484016
188,47250,198.59999999999997,130.06073794791246
189,47500,207.06666666666666,152.368763202961
190,47750,208.5333333333333,144.90619187751932
191,48000,246.73333333333335,151.9089493377164
192,48250,222.00000000000006,136.86051293196294
193,48500,235.86666666666665,135.30748521628635
194,48750,233.93333333333334,147.28134829487254
195,49000,223.0,151.98654911244978
196,49250,226.80000000000004,152.79290268566504
197,49500,240.86666666666665,146.0606571105154
198,49750,226.93333333333334,147.07268044519122
199,50000,222.93333333333334,136.9345991502675
200,50250,235.8,135.654561294488
201,50500,239.9333333333333,112.19217639588084
202,50750,257.73333333333335,124.53422554998018
203,51000,283.8666666666667,114.01395626072373
204,51250,265.40000000000003,101.14684594412445
205,51500,252.06666666666666,97.84077768383578
206,51750,249.8666666666667,123.7520100846851
207,52000,225.9333333333333,89.7751264735023
208,52250,258.2,124.02214855957519
209,52500,302.6666666666667,117.70490407984046
210,52750,280.1333333333333,139.9157841941597
211,53000,278.2666666666666,156.40082409558389
212,53250,287.33333333333337,185.1842325901425
213,53500,281.5333333333333,167.58249709720084
214,53750,245.0,155.8372370277542
215,54000,245.6,161.04966797716645
216,54250,240.53333333333336,153.60188077552232
217,54500,244.33333333333334,154.66709770054882
218,54750,243.66666666666669,146.2820715072235
219,55000,245.86666666666665,127.04672806141491
220,55250,236.0,118.16391628204912
221,55500,245.0666666666667,129.63425473230447
222,55750,260.93333333333334,120.57609860812198
223,56000,229.6,94.90612906094807
224,56250,240.33333333333331,75.4191251901296
225,56500,242.99999999999994,75.6280371290965
226,56750,223.0666666666667,83.00345374340357
227,57000,234.53333333333336,68.20446384870193
228,57250,264.4,88.68405844469582
229,57500,259.33333333333337,107.37783756436893
230,57750,288.66666666666663,130.99465637956382
231,58000,299.79999999999995,123.01736101506611
232,58250,289.53333333333336,119.57082512980422
233,58500,280.6,124.30131848768853
234,58750,267.19999999999993,117.08716601081626
235,59000,307.8666666666667,140.85541838668786
236,59250,297.66666666666663,143.3971950756205
237,59500,315.2,141.53517034449226
238,59750,287.2,108.29191002922508
239,60000,245.6,114.43880460752813
240,60250,243.73333333333335,107.92618876909451
241,60500,221.0,85.82980575275441
242,60750,197.93333333333334,80.8618575102007
243,61000,190.59999999999997,57.53970609742266
244,61250,168.2,51.41232018365507
245,61500,184.66666666666666,50.18144854204368
246,61750,177.53333333333333,46.69218350002492
247,62000,206.93333333333334,63.83952102298736
248,62250,229.26666666666665,70.13713551163731
249,62500,248.66666666666669,54.48873481943054
250,62750,226.93333333333334,61.46594359661472
251,63000,227.2,70.57591657215653
252,63250,261.2,103.18690700751613
253,63500,316.1333333333333,115.4601614795722
254,63750,311.2666666666666,127.42534197630305
255,64000,347.4,148.49038876491485
256,64250,362.5333333333333,160.13086315052865
257,64500,352.53333333333336,156.56302955111153
258,64750,360.4,158.30903673230756
259,65000,342.9333333333333,152.52619447163823
260,65250,365.1333333333333,162.8217293715908
261,65500,342.33333333333337,156.40233019008664
262,65750,300.26666666666665,142.75392969878078
263,66000,308.5333333333333,145.40359158027852
264,66250,288.1333333333333,140.76814664941466
265,66500,278.93333333333334,145.1576001761151
